"id";"uri";"urlDocumentoPauta";"dataHoraInicio";"dataHoraFim";"situacao";"descricao";"descricaoTipo";"localExterno";"localCamara.nome";"localCamara.predio";"localCamara.sala";"localCamara.andar"
"35113";"https://dadosabertos.camara.leg.br/api/v2/eventos/35113";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1215716";"2013-12-23T14:00:00";"";"Encerrada (Termo)";"SESSÃO NÃO DELIBERATIVA DE DEBATES";"Sessão Não Deliberativa de Debates";"";"Plenário da Câmara dos Deputados";"";"";""
"35112";"https://dadosabertos.camara.leg.br/api/v2/eventos/35112";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1215505";"2013-12-20T09:12:00";"2013-12-20T13:42:00";"Encerrada";"SESSÃO NÃO DELIBERATIVA DE DEBATES";"Sessão Não Deliberativa de Debates";"";"Plenário da Câmara dos Deputados";"";"";""
"35099";"https://dadosabertos.camara.leg.br/api/v2/eventos/35099";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1214998";"2013-12-19T14:00:00";"2013-12-19T18:23:00";"Encerrada";"SESSÃO NÃO DELIBERATIVA DE DEBATES";"Sessão Não Deliberativa de Debates";"";"Plenário da Câmara dos Deputados";"";"";""
"35033";"https://dadosabertos.camara.leg.br/api/v2/eventos/35033";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1209110";"2013-12-19T09:30:00";"";"Cancelada";"Tema:

Explanar sobre aspectos relacionados  à formulação e à execução da política de defesa nacional; apresentar um balanço geral das atividades desempenhadas pelo Ministério da Defesa no ano de 2013 e expor o cenário prospectivo para a Defesa e as Forças Armadas para 2014.
  (Requerimentos nºs 204/13, do Deputado Nelson Marquezelli e  313/13, do Deputado Nelson Pellegrino).

Convidado:

Embaixador Celso Amorim - Ministro de Estado da Defesa";"Audiência Pública";"";"Anexo II, Plenário 03";"";"";""
"35081";"https://dadosabertos.camara.leg.br/api/v2/eventos/35081";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1214509";"2013-12-19T09:00:00";"";"Cancelada";"Discussão e votação do Parecer do relator, Deputado  Edson Santos";"Reunião Deliberativa";"";"A Definir";"";"";""
"35072";"https://dadosabertos.camara.leg.br/api/v2/eventos/35072";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1214248";"2013-12-18T17:55:00";"2013-12-18T19:30:00";"Encerrada (Final)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Sala de Reuniões do Espaço Cultural";"";"";""
"35041";"https://dadosabertos.camara.leg.br/api/v2/eventos/35041";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1209302";"2013-12-18T15:30:00";"";"Encerrada (Termo)";"- Discussão e votação do parecer do Relator, Deputado Mauro Benevides.";"Reunião Deliberativa";"";"Anexo II, Plenário 14";"";"";""
"35060";"https://dadosabertos.camara.leg.br/api/v2/eventos/35060";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1213846";"2013-12-18T14:55:00";"2013-12-18T17:11:00";"Encerrada (Final)";"A) - AUDIÊNCIA PÚBLICA:

Tema:

Combate ao trabalho infantil no Brasil e desafios para sua erradicação.

Expositora:

- Srª MARIA IZABEL DA SILVA - Presidenta do Conselho Nacional dos Direitos da Criança e do Adolescente.

Tema:

Trabalho Infantil Artístico.

Expositores:

- Dr. JOSÉ ROBERTO DANTAS OLIVA - Juiz Titular da 15ª Região e membro da Comissão para Erradicação do Trabalho Infantil da Justiça do Trabalho; e

- Dr. LUIZ CARLOS AMORIM ROBORTELLA - Advogado - Representante da Rede Globo de Televisão, do Sistema Brasileiro de Televisão e da Rede Record de Televisão.


B) - DELIBERAÇÃO DE REQUERIMENTO.";"Reunião Deliberativa";"";"Anexo II, Plenário 11";"";"";""
"35078";"https://dadosabertos.camara.leg.br/api/v2/eventos/35078";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1214491";"2013-12-18T14:47:00";"2013-12-18T17:10:00";"Encerrada (Final)";"Depoimentos reservados sobre exploração e abuso sexual de crianças e adolescentes no município de Coari-AM.";"Reunião";"";"Anexo II, Plenário 15";"";"";""
"34928";"https://dadosabertos.camara.leg.br/api/v2/eventos/34928";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1208562";"2013-12-18T14:40:00";"2013-12-18T17:10:00";"Encerrada (Final)";"Discussão sobre os preços de passagens aéreas.

Req. nº 545/2013 - Deputado Hugo Motta (CFFC)

Convidados confirmados:

Marcelo Pacheco dos Guaranys, Diretor-Presidente da Agência Nacional de Aviação Civil - ANAC

Empresas Aéreas:TAM Linhas Aéreas, Avianca Brasil, GOL, Azul Linhas Aéreas - Representadas pelo Sr. Eduardo Sanovicz, Presidente da Associação Brasileira de Empresas Aéreas - ABEAR";"Audiência Pública";"";"Anexo II, Plenário 13";"";"";""
"34883";"https://dadosabertos.camara.leg.br/api/v2/eventos/34883";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1211506";"2013-12-18T14:30:00";"";"Encerrada (Termo)";"- Discussão e votação do parecer do Relator, Deputado Mauro Benevides.";"Reunião Deliberativa";"";"Anexo II, Plenário 14";"";"";""
"34995";"https://dadosabertos.camara.leg.br/api/v2/eventos/34995";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1208535";"2013-12-18T14:30:00";"";"Encerrada (Termo)";"Leitura, discussão e votação do Parecer do Relator, Deputado Amauri Teixeira.";"Reunião Deliberativa";"";"Anexo II, Plenário 16";"";"";""
"35008";"https://dadosabertos.camara.leg.br/api/v2/eventos/35008";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1209871";"2013-12-18T14:30:00";"";"Cancelada";"Discussão e votação do parecer do relator, Deputado José Chaves.";"Reunião Deliberativa";"";"Anexo II, Plenário 06";"";"";""
"35016";"https://dadosabertos.camara.leg.br/api/v2/eventos/35016";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1213630";"2013-12-18T14:30:00";"";"Cancelada";"- Discussão e votação do parecer do Relator, Deputado Márcio Macêdo.";"Reunião Deliberativa";"";"Anexo II, Plenário 06";"";"";""
"35028";"https://dadosabertos.camara.leg.br/api/v2/eventos/35028";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1209068";"2013-12-18T14:30:00";"";"Cancelada";"Deliberação de Requerimentos; e
Apresentação do Parecer, com Subsitutivo, oferecido pela relatora, Deputada Nilda Gondim.";"Reunião Deliberativa";"";"Anexo II, Plenário 12";"";"";""
"35049";"https://dadosabertos.camara.leg.br/api/v2/eventos/35049";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1211489";"2013-12-18T14:30:00";"";"Cancelada";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 03";"";"";""
"35054";"https://dadosabertos.camara.leg.br/api/v2/eventos/35054";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1213623";"2013-12-18T14:30:00";"";"Cancelada";"ITENS REMANESCENTES DA PAUTA ANTERIOR 
 DIA 17/12/2013";"Reunião Deliberativa";"";"Anexo II, Plenário 10";"";"";""
"35071";"https://dadosabertos.camara.leg.br/api/v2/eventos/35071";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1214216";"2013-12-18T14:30:00";"";"Cancelada";"I - Instalação da Comissão

II - Eleição do Presidente e dos Vice-Presidentes";"Reunião de Instalação e Eleição";"";"Anexo II, Plenário 08";"";"";""
"35061";"https://dadosabertos.camara.leg.br/api/v2/eventos/35061";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1213856";"2013-12-18T14:44:00";"2013-12-18T14:57:00";"Encerrada (Final)";"A - HOMENAGENS 

1 - 	REUNIÃO DE HOMENAGEM e entrega de Placa de Reconhecimento ao presidente da Câmara dos Deputados, Deputado Henrique Eduardo Alves (PMDB-RN), pela ampliação do espaço físico da Comissão de Turismo e Desporto e a decisão de não permitir seu desmembramento em duas comissões, em atendimento ao Requerimento 278/2013, de autoria do Deputado José Rocha, com a inclusão proposta pelo Deputado Romário.

2 - 	CERIMÔNIA DE APOSIÇÃO DA FOTOGRAFIA DO DEPUTADO ROMÁRIO como Presidente da Comissão de Turismo e Desporto no 1º semestre de 2013.";"Reunião Deliberativa";"";"Anexo II, Plenário 05";"";"";""
"35089";"https://dadosabertos.camara.leg.br/api/v2/eventos/35089";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1214551";"2013-12-18T14:37:00";"2013-12-18T16:29:00";"Encerrada (Final)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 09";"";"";""
"35015";"https://dadosabertos.camara.leg.br/api/v2/eventos/35015";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1213641";"2013-12-18T14:36:00";"2013-12-18T14:44:00";"Encerrada (Termo)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 12";"";"";""
"34999";"https://dadosabertos.camara.leg.br/api/v2/eventos/34999";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1208947";"2013-12-18T14:00:00";"";"Cancelada";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 07";"";"";""
"35085";"https://dadosabertos.camara.leg.br/api/v2/eventos/35085";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1214598";"2013-12-18T13:20:00";"2013-12-18T14:00:00";"Encerrada (Final)";"Sessão Deliberativa Extraordinária";"Sessão Deliberativa";"";"Plenário da Câmara dos Deputados";"";"";""
"35057";"https://dadosabertos.camara.leg.br/api/v2/eventos/35057";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1213741";"2013-12-18T11:25:00";"2013-12-18T14:30:00";"Encerrada (Final)";"Debater sobre as providências adotadas pela Controladoria-Geral da União na apuração das demandas de supostas irregularidades praticadas pelo ex-Secretário-Executivo do Ministério do Trabalho e emprego, Paulo Roberto dos Santos Pinto, nas duas oportunidades em que ele ocupou o cargo, e debater sobre o desvio de recursos do Programa Fome Zero, no âmbito do Programa de Aquisição de Alimentos (PAA), e as providências eventualmente tomadas pelo órgão que chefia.

Convidado:
- Ministro Jorge Hage Sobrinho
Ministro de Estado Chefe da Controladoria-Geral da União - CGU

Requerimentos: 
REQ. 513/2013 e 551/2013

Autores:
REQ. 513/2013 - Dep. Vanderlei Macris
REQ. 551/2013 - Dep. Vanderlei Macris e Nilson Leitão";"Audiência Pública";"";"Anexo II, Plenário 09";"";"";""
"35090";"https://dadosabertos.camara.leg.br/api/v2/eventos/35090";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1214607";"2013-12-18T11:02:19";"2013-12-18T11:51:20";"Encerrada (Final)";"Reunião Deliberativa Extraordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 01";"";"";""
"34980";"https://dadosabertos.camara.leg.br/api/v2/eventos/34980";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1209202";"2013-12-18T10:15:00";"";"Cancelada";"Reunião Deliberativa Extraordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 04";"";"";""
"35077";"https://dadosabertos.camara.leg.br/api/v2/eventos/35077";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1214482";"2013-12-18T11:34:00";"2013-12-18T11:37:00";"Encerrada (Final)";"Apreciação e deliberação de requerimentos.";"Reunião Deliberativa";"";"Anexo II, Plenário 06";"";"";""
"35036";"https://dadosabertos.camara.leg.br/api/v2/eventos/35036";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1209115";"2013-12-18T11:25:00";"2013-12-18T11:31:00";"Encerrada (Final)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 13";"";"";""
"35006";"https://dadosabertos.camara.leg.br/api/v2/eventos/35006";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1211579";"2013-12-18T11:03:00";"2013-12-18T11:44:00";"Encerrada (Final)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 16";"";"";""
"35055";"https://dadosabertos.camara.leg.br/api/v2/eventos/35055";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1213642";"2013-12-18T10:59:00";"2013-12-18T14:25:00";"Encerrada (Final)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 04";"";"";""
"35014";"https://dadosabertos.camara.leg.br/api/v2/eventos/35014";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1208727";"2013-12-18T10:58:00";"2013-12-18T12:36:00";"Encerrada (Final)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 08";"";"";""
"35032";"https://dadosabertos.camara.leg.br/api/v2/eventos/35032";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1209099";"2013-12-18T10:44:00";"2013-12-18T11:50:00";"Encerrada (Final)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 03";"";"";""
"35086";"https://dadosabertos.camara.leg.br/api/v2/eventos/35086";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1214597";"2013-12-18T10:32:00";"2013-12-18T12:01:00";"Encerrada";"SESSÃO NÃO DELIBERATIVA SOLENE EM HOMENAGEM AOS 20 ANOS DA ADVOCACIA-GERAL DA UNIÃO.";"Sessão Não Deliberativa Solene";"";"Plenário da Câmara dos Deputados";"";"";""
"35018";"https://dadosabertos.camara.leg.br/api/v2/eventos/35018";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1211436";"2013-12-18T10:26:00";"2013-12-18T11:24:00";"Encerrada (Final)";"A - Lançamento do Manifesto em Defesa do Piso Salarial do Profissional do Magistério da Educação Básica Pública.";"Reunião Deliberativa";"";"Anexo II, Plenário 10";"";"";""
"35017";"https://dadosabertos.camara.leg.br/api/v2/eventos/35017";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1213836";"2013-12-18T10:25:00";"2013-12-18T10:53:00";"Encerrada (Final)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 11";"";"";""
"34903";"https://dadosabertos.camara.leg.br/api/v2/eventos/34903";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1204330";"2013-12-18T10:00:00";"";"Cancelada";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 12";"";"";""
"35009";"https://dadosabertos.camara.leg.br/api/v2/eventos/35009";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1214056";"2013-12-18T10:46:00";"2013-12-18T10:58:00";"Encerrada (Final)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 09";"";"";""
"35012";"https://dadosabertos.camara.leg.br/api/v2/eventos/35012";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1209084";"2013-12-18T09:34:00";"2013-12-18T12:38:00";"Encerrada (Final)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 07";"";"";""
"35050";"https://dadosabertos.camara.leg.br/api/v2/eventos/35050";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1211559";"2013-12-18T09:30:00";"";"Encerrada (Termo)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 05";"";"";""
"35084";"https://dadosabertos.camara.leg.br/api/v2/eventos/35084";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1214534";"2013-12-18T00:00:00";"";"Cancelada";"Discussão e votação do Parecer do relator, Deputado Edson Santos";"Reunião Deliberativa";"";"A Definir";"";"";""
"35029";"https://dadosabertos.camara.leg.br/api/v2/eventos/35029";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1209078";"2013-12-17T18:00:00";"";"Cancelada";"Deliberação de Requerimentos; e
Definição do roteiro de trabalho.";"Reunião Deliberativa";"";"Anexo II, Plenário 13";"";"";""
"35074";"https://dadosabertos.camara.leg.br/api/v2/eventos/35074";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1214430";"2013-12-17T17:19:00";"2013-12-17T20:11:00";"Encerrada (Final)";"Sessão Deliberativa Extraordinária";"Sessão Deliberativa";"";"Plenário da Câmara dos Deputados";"";"";""
"35010";"https://dadosabertos.camara.leg.br/api/v2/eventos/35010";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1208665";"2013-12-17T19:09:00";"2013-12-17T19:16:00";"Encerrada (Final)";"- Discussão e votação do parecer do Relator, Deputado Lelo Coimbra.";"Reunião Deliberativa";"";"Anexo II, Plenário 15";"";"";""
"35067";"https://dadosabertos.camara.leg.br/api/v2/eventos/35067";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1213983";"2013-12-17T11:34:00";"2013-12-17T11:37:00";"Encerrada (Final)";"Apreciação e deliberação de requerimentos.";"Reunião Deliberativa";"";"Anexo II, Plenário 09";"";"";""
"35070";"https://dadosabertos.camara.leg.br/api/v2/eventos/35070";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1214198";"2013-12-17T15:05:00";"2013-12-17T17:16:00";"Encerrada (Final)";"Sessão Deliberativa Extraordinária";"Sessão Deliberativa";"";"Plenário da Câmara dos Deputados";"";"";""
"35035";"https://dadosabertos.camara.leg.br/api/v2/eventos/35035";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1209114";"2013-12-17T15:31:00";"2013-12-17T17:00:00";"Encerrada (Final)";"Apresentação do relatório final, de autoria do deputado Sandro Alex, ao Conselho Consultivo do Rádio Digital.";"Reunião";"";"Anexo II, Plenário 13";"";"";""
"35025";"https://dadosabertos.camara.leg.br/api/v2/eventos/35025";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1208967";"2013-12-17T16:00:00";"2013-12-17T16:20:00";"Encerrada (Final)";"Reunião Deliberativa Extraordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 03";"";"";""
"34993";"https://dadosabertos.camara.leg.br/api/v2/eventos/34993";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1208507";"2013-12-17T15:36:00";"2013-12-17T16:26:00";"Encerrada (Final)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 04";"";"";""
"35037";"https://dadosabertos.camara.leg.br/api/v2/eventos/35037";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1209402";"2013-12-17T15:16:06";"2013-12-17T16:56:30";"Encerrada (Final)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 01";"";"";""
"34872";"https://dadosabertos.camara.leg.br/api/v2/eventos/34872";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1201326";"2013-12-17T15:10:00";"2013-12-17T16:14:00";"Encerrada (Final)";"""Auxílio Transporte"", matéria objeto do Projeto de Lei nº 4.400/12.

Requerimento nº 140

Iniciativa: Deputados Mandetta e Angelo Agnolin

Convidados:


- ARTURO CONDOMI ALCORTA, Diretor Presidente da União de Ciclistas do Brasil - UCB.";"Audiência Pública";"";"Anexo II, Plenário 11";"";"";""
"34973";"https://dadosabertos.camara.leg.br/api/v2/eventos/34973";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1208000";"2013-12-17T15:08:00";"2013-12-17T17:05:00";"Encerrada (Final)";"Audiência Pública para debater o custeio de órteses e próteses pelo Sistema Único de Saúde - SUS e por operadoras privadas.

Autores dos Requerimentos:

Ricardo Izar (Req 212/2013, Req. 226/2013, Req. 228/2013)
José Carlos Araújo  (Req 216/2013)


Convidados:

Sr. Paulo Henrique Dantas Antonino 
Coordenador da Coordenação Geral de Equipamentos e Materiais de Uso em Saúde do Ministério da Saúde - CONFIRMADO

Sr. Bruno Sobral de Carvalho
Diretor da Diretoria de Desenvolvimento Setorial - DIDES da Agência Nacional de Saúde Suplementar - ANS - CONFIRMADO

Sr. Joselito Pedrosa
Gerente-Geral de Tecnologia de Produtos para Saúde da Agência Nacional de Vigilância Sanitária - Anvisa - CONFIRMADO

Dr. José Hiran da Silva Gallo
Conselheiro do Conselho Federal de Medicina - CONFIRMADO

Sr. José Cechin
Diretor Executivo da Federação Nacional de Saúde Suplementar - Fenasaúde - CONFIRMADO

Sra. Andréa Cristina Gama Bergamini
Coordenadora de Custos Assistenciais da Unimed Nordeste Paulista - CONFIRMADA

Sr. Carlos Eduardo Gouvêa
Diretor Presidente da Aliança Brasileira da Indústria Inovadora em Saúde - ABIIS - CONFIRMADO

Sra. Denise Eloi
Presidente da União Nacional das Instituições de Autogestão em Saúde - UNIDAS - CONFIRMADA";"Audiência Pública";"";"Anexo II, Plenário 09";"";"";""
"35059";"https://dadosabertos.camara.leg.br/api/v2/eventos/35059";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1213742";"2013-12-17T15:06:00";"2013-12-17T18:03:00";"Encerrada (Final)";"Prestar esclarecimentos acerca dos licenciamentos para a construção da 4ª faixa na BR-101-SC, e Ferrovia Litorânea, conforme PL n. 5945/2005.

Convidados:

- General Jorge Ernesto Pinto Fraxe
Diretor-Geral do Departamento Nacional de Infraestrutura e Transportes - DNIT

- Maria Janete Albuquerque de Carvalho
Coordenadora Geral de Licenciamento Ambiental da FUNAI

- Eugenio Pio Costa, Diretor Substituto de Licenciamento Ambiental - IBAMA

 Requerimento n. 558/2013
Autor: Deputado Edinho Bez";"Audiência Pública";"";"Anexo II, Plenário 12";"";"";""
"35027";"https://dadosabertos.camara.leg.br/api/v2/eventos/35027";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1209059";"2013-12-17T14:54:00";"2013-12-17T16:25:00";"Encerrada (Final)";"Reunião Deliberativa Extraordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 10";"";"";""
