"id";"uri";"urlDocumentoPauta";"dataHoraInicio";"dataHoraFim";"situacao";"descricao";"descricaoTipo";"localExterno";"localCamara.nome";"localCamara.predio";"localCamara.sala";"localCamara.andar"
"30935";"https://dadosabertos.camara.leg.br/api/v2/eventos/30935";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1052889";"2012-12-21T16:12:00";"2012-12-21T18:00:00";"Encerrada";"HOMENAGEM AOS 70 ANOS DA PRIMEIRA IGREJA BATISTA DE SÃO JOSÉ DOS CAMPOS";"Sessão Não Deliberativa Solene";"";"Plenário da Câmara dos Deputados";"";"";""
"30856";"https://dadosabertos.camara.leg.br/api/v2/eventos/30856";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1048338";"2012-12-21T09:30:00";"";"Cancelada";"Audiência pública e diligências.";"Audiência Pública";"Município de Monte Santo, no Estado da Bahia.";"";"";"";""
"30934";"https://dadosabertos.camara.leg.br/api/v2/eventos/30934";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1052886";"2012-12-21T09:15:00";"2012-12-21T13:17:00";"Encerrada";"SESSÃO NÃO DELIBERATIVA DE DEBATES.";"Sessão Não Deliberativa de Debates";"";"Plenário da Câmara dos Deputados";"";"";""
"30928";"https://dadosabertos.camara.leg.br/api/v2/eventos/30928";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1052303";"2012-12-20T14:00:00";"2012-12-20T18:23:00";"Encerrada";"SESSÃO NÃO DELIBERATIVA DE DEBATES.";"Sessão Não Deliberativa de Debates";"";"Plenário da Câmara dos Deputados";"";"";""
"30823";"https://dadosabertos.camara.leg.br/api/v2/eventos/30823";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1047330";"2012-12-20T10:44:00";"2012-12-20T13:36:00";"Encerrada (Final)";"TEMA: Política Salarial das Carreiras Típicas de Estado / Apresentação de emenda à LOA-2013, visando discutir a Reestruturação do Plano de Carreiras e Cargos do Hospital das Forças Armadas - HFA / Planos de Cargos e Salários dos servidos da Pecfaz, com apresentação de emendas a LDO-2013.

(Requerimento 162 de12, de autoria do Deputado Sebastião Bala Rocha Requerimentos e 181 e 185de 2012 de autoria do Dep. Chico Lopes)

Convidados:

Req. 162/12 - Dep. Sebastião Bala Rocha - Solicita a realização de Audiência Pública para tratar da  Política Salarial das carreiras típicas de Estado.

SÉRGIO MENDONÇA - Secretário de Relações de Trabalho no Serviço Público do Ministério do Planejamento, Orçamento e Gestão;  

PEDRO DELARUE TOLENTINO FILHO - Presidente do Sindicato Nacional dos Auditores-Fiscais da Receita Federal - Sindifisco Nacional; 

ROSANGELA SILVA RASSY - Presidente do Sindicato Nacional dos Auditores Fiscais do Trabalho - Sinait;

SIMONE ANDRÉA PINTO AMBRÓSIO FAGÁ - Diretora-Geral da União dos Advogados Públicos Federais do Brasil - Unafe;

ROBERTO KUPSKI - Presidente do Fórum Nacional Permanente de Carreiras Típicas de Estado - FONACTE e da Federação Brasileira de Associações de Fiscais e Tributos Estaduais - FEBRAFITE; e

TRAJANO QUINHOES - Presidente da Associação Nacional dos Especialistas em Políticas Públicas e Gestão Governamental - Anesp.


Req. 181/12 - Dep. Chico Lopes - Apresentação de emenda à LOA/2013, visando discutir a Reestruturação do Plano de Carreiras e Cargos do Hospital das Forças Armadas - HFA


SÉRGIO MENDONÇA - Secretário de Relações de Trabalho no Serviço Público do Ministério do Planejamento, Orçamento e Gestão;  

Cel. da Reserva ANDRÉ LUIZ PASCHOAL - Representante do Diretor do Hospital das Forças Armadas - HFA;

VALDA EUSTÁQUIA - Diretora do Sindicato dos Servidores Públicos Federais no Distrito Federal - Sindsep/DF;  

ALESANDRO COÁTIO - Coordenador da Seção Sindical do HFA no Sindsep/DF; e

LUZIMARY DE MENEZES - Representante dos Servidores do Hospital das Forças Armadas - HFA.


Req. 185/12 Dep. Chico Lopes - Discutir o Plano de Cargos e Salários dos servidores da PECFAZ com apresentação de emenda a LDO/2013.

SÉRGIO MENDONÇA - Secretário de Relações de Trabalho no Serviço Público do Ministério do Planejamento, Orçamento e Gestão; 

AUGUSTO AKIRA CHIBA - Subsecretário de Planejamento, Orçamento, e Administração - Spoa; e  

ALMIRA MARY CORDEIRO DE ARAÚJO - Representante do Sindicato Nacional dos Servidores Administrativos do Ministério da Fazenda - Sindfazenda.";"Audiência Pública";"";"Anexo II, Plenário 12";"";"";""
"30932";"https://dadosabertos.camara.leg.br/api/v2/eventos/30932";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1052258";"2012-12-20T10:00:00";"";"Cancelada";"MATÉRIAS REMANESCENTES DA PAUTA 30/2012";"Reunião Deliberativa";"";"Anexo II, Plenário 02";"";"";""
"30855";"https://dadosabertos.camara.leg.br/api/v2/eventos/30855";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1048339";"2012-12-20T09:30:00";"";"Cancelada";"Audiência pública e dliligências.";"Audiência Pública";"Assembleia Legislativa do Estado da Bahia";"";"";"";""
"30915";"https://dadosabertos.camara.leg.br/api/v2/eventos/30915";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1051709";"2012-12-19T15:03:00";"2012-12-19T16:04:00";"Encerrada (Final)";"- Instalação e eleição do Presidente e Vice-Presidentes.";"Reunião de Instalação e Eleição";"";"Anexo II, Plenário 07";"";"";""
"30922";"https://dadosabertos.camara.leg.br/api/v2/eventos/30922";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1052255";"2012-12-19T14:30:00";"";"Cancelada";"- APRECIAÇÃO DAS MATÉRIAS REMANESCENTES DA PAUTA 30/2012";"Reunião Deliberativa";"";"Anexo II, Plenário 02";"";"";""
"30876";"https://dadosabertos.camara.leg.br/api/v2/eventos/30876";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1049843";"2012-12-19T14:38:00";"2012-12-19T15:21:00";"Encerrada (Final)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 05";"";"";""
"30818";"https://dadosabertos.camara.leg.br/api/v2/eventos/30818";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1047254";"2012-12-19T14:00:00";"";"Cancelada";"Tema:
""Obter um entendimento acerca da linha de crédito do FINAME e PSI"".

Convidados:
GUIDO MANTEGA - Ministro de Estado da Fazenda;
LUIZ AUBERT NETO - Presidente da Associação Brasileira da Indústria de Máquinas e Equipamentos - ABIMAQ;
PAULO SOTERO - Diretor-Executivo da Associação Nacional de Fabricantes de Veículos Automotores do Brasil - ANFAVEA; e
CARLOS DE MARCHI - Secretário-Executivo da Câmara Setorial de Máquinas Agrícolas e Implementos - CSMIA.



Autor do Requerimento nº 298/2012: Deputado Nelson Padovani - PSC/PR";"Audiência Pública";"";"Anexo II, Plenário 06";"";"";""
"30817";"https://dadosabertos.camara.leg.br/api/v2/eventos/30817";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1051635";"2012-12-19T14:00:00";"";"Encerrada (Termo)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Anexo II, Plenário 09";"";"";""
"30917";"https://dadosabertos.camara.leg.br/api/v2/eventos/30917";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1051800";"2012-12-19T12:00:00";"2012-12-19T13:00:00";"Encerrada (Final)";"Reunião Deliberativa Ordinária";"Reunião Deliberativa";"";"Sala de Reuniões do Espaço Cultural";"";"";""
"30916";"https://dadosabertos.camara.leg.br/api/v2/eventos/30916";"https://www.camara.gov.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=1051792";"2012-12-19T11:08:00";"2012-12-19T12:30:00";"Encerrada (Final)";"Sessão Deliberativa Extraordinária";"Sessão Deliberativa";"";"Plenário da Câmara dos Deputados";"";"";""
